Highest Offense Description,Latitude,Longitude,year
MAIL THEFT,30.31494494,-97.66824302,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.20062839,-97.80119339,2021
POSS CONTROLLED SUB/NARCOTIC,30.25970174,-97.71054055,2021
FAMILY DISTURBANCE,30.22870914,-97.74302928,2021
DWI,30.22611126,-97.68326169,2021
ONLINE IMPERSONATION,30.30552185,-97.66162478,2021
AGG ROBBERY/DEADLY WEAPON,30.30259697,-97.64420574,2021
ROBBERY BY ASSAULT,30.40514245,-97.64220521,2021
HARASSMENT,30.21970371,-97.7356543,2021
FAMILY DISTURBANCE,30.29020675,-97.74780294,2021
DWI,30.2680731,-97.73901054,2021
ASSAULT ON PUBLIC SERVANT,30.40831599,-97.69824066,2021
BURGLARY OF VEHICLE,30.39763873,-97.74593085,2021
POSSESSION OF MARIJUANA,30.27768434,-97.68397217,2021
ASSAULT BY CONTACT,30.25161638,-97.70172185,2021
DOC DISCHARGE GUN - PUB PLACE,30.35672093,-97.67262929,2021
CRIMINAL MISCHIEF,30.37632539,-97.68510677,2021
BURGLARY OF VEHICLE,30.24850066,-97.73393875,2021
FAMILY DISTURBANCE,30.38880625,-97.6448883,2021
ASSAULT WITH INJURY,30.3190283,-97.65763354,2021
AGG ROBBERY/DEADLY WEAPON,30.371743,-97.68789388,2021
FAMILY DISTURBANCE,30.15957491,-97.77587971,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.18820399,-97.89505993,2021
FAMILY DISTURBANCE,30.46627524,-97.80132365,2021
POSS CONTROLLED SUB/NARCOTIC,30.25970174,-97.71054055,2021
DWI,30.38107994,-97.68573119,2021
BURGLARY OF VEHICLE,30.23820927,-97.72624303,2021
DISTURBANCE - OTHER,30.40035569,-97.74550257,2021
BURGLARY NON RESIDENCE,30.26254646,-97.72553832,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.39119845,-97.75281047,2021
THEFT,30.26701898,-97.74495761,2021
VIOL OF PROTECTIVE ORDER,30.19752165,-97.75630865,2021
DATING DISTURBANCE,30.32816785,-97.65526214,2021
CRIMINAL MISCHIEF,30.25554781,-97.70673758,2021
TERRORISTIC THREAT,30.39785078,-97.66153467,2021
THEFT OF BICYCLE,30.24424802,-97.75472906,2021
DWI,30.22782783,-97.74487406,2021
CRIMINAL TRESPASS/HOTEL,30.27060019,-97.73423725,2021
THEFT BY SHOPLIFTING,30.25247359,-97.76290776,2021
THEFT OF BICYCLE,30.22793174,-97.82881097,2021
THEFT OF BICYCLE,30.36967921,-97.76086233,2021
AGG ASSAULT,30.34754602,-97.71312128,2021
FRAUD - OTHER,30.39885869,-97.6708572,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.24379856,-97.75221322,2021
CRED CARD ABUSE - OTHER,30.39885869,-97.6708572,2021
RAPE,,,2021
THEFT BY SHOPLIFTING,30.40526665,-97.67189551,2021
ASSAULT ON PUBLIC SERVANT,30.27280162,-97.73348087,2021
CRIMINAL MISCHIEF,30.42502978,-97.67210197,2021
FAMILY DISTURBANCE,30.27205942,-97.73865626,2021
HARASSMENT,,,2021
SEXUAL ASSAULT W/ OBJECT,,,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.39634075,-97.72380408,2021
ASSAULT BY CONTACT,30.30698583,-97.73552369,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.33262803,-97.7396336,2021
THEFT,30.20933575,-97.80494868,2021
AUTO THEFT,30.33001137,-97.67817568,2021
CRIMINAL TRESPASS,30.1683339,-97.78259876,2021
AUTO THEFT,30.24780026,-97.73927644,2021
AUTO THEFT,30.35162962,-97.67831952,2021
DWI,30.33257835,-97.70370824,2021
FAMILY DISTURBANCE,30.24528685,-97.76468294,2021
FAMILY DISTURBANCE,30.36019575,-97.67838819,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.31950763,-97.70594123,2021
CRIMINAL MISCHIEF,30.25570806,-97.74488065,2021
CRIMINAL MISCHIEF,30.23138999,-97.69916582,2021
CRIMINAL MISCHIEF,30.46793555,-97.79250733,2021
FAMILY DISTURBANCE,30.41439648,-97.69874719,2021
BURGLARY OF RESIDENCE,30.33692837,-97.70660828,2021
THEFT,30.31744422,-97.6959987,2021
AUTO THEFT,,,2021
BURGLARY NON RESIDENCE,30.26461686,-97.73376464,2021
DATING DISTURBANCE,30.22365226,-97.74171755,2021
FAMILY DISTURBANCE,30.32875913,-97.68066099,2021
CRIMINAL MISCHIEF,30.25907945,-97.72397497,2021
MAIL THEFT,30.22686633,-97.72500046,2021
THEFT,30.27174365,-97.74017619,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.24850066,-97.73393875,2021
AGG SEXUAL ASSAULT CHILD/OBJEC,,,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.24850066,-97.73393875,2021
VIOL CITY ORDINANCE - WRECKER,30.29373362,-97.74172153,2021
CRIMINAL TRESPASS,30.2200027,-97.75439457,2021
THEFT,30.25608933,-97.74700892,2021
THEFT,30.3985376,-97.74836248,2021
AUTO THEFT,30.21201188,-97.75215373,2021
BURGLARY OF VEHICLE,30.45639174,-97.81396459,2021
CRIMINAL MISCHIEF-NO SUSPECT,30.24989941,-97.75716316,2021
THEFT CATALYTIC CONVERTER,30.23879325,-97.74377876,2021
THEFT OF AUTO PARTS,30.31433951,-97.73277383,2021
FAMILY DISTURBANCE,30.3148572,-97.7090509,2021
THEFT CATALYTIC CONVERTER,30.44017263,-97.77403885,2021
THEFT CATALYTIC CONVERTER,30.4052898,-97.74345679,2021
AUTO THEFT,30.22771827,-97.70117264,2021
DISTURBANCE - OTHER,30.24322478,-97.73038087,2021
FORGERY AND PASSING,30.2098532,-97.78208826,2021
THEFT,30.23520584,-97.7913737,2021
AIRPORT - CRIMINAL TRESPASS,30.20200809,-97.6668813,2021
FAMILY DISTURBANCE,30.33017897,-97.69108176,2021
BURGLARY OF VEHICLE,30.43434837,-97.77270809,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.35013089,-97.79695493,2021
MAIL THEFT,30.23989895,-97.72953607,2021
AUTO THEFT,30.26289901,-97.74155753,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.38691898,-97.64722828,2021
DOC FIGHTING,30.26735144,-97.73909331,2021
AGG ASSAULT,30.33278091,-97.7050027,2021
CRIMINAL MISCHIEF,30.24297377,-97.77622731,2021
ASSAULT BY CONTACT,30.22870914,-97.74302928,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
FORGERY AND PASSING,30.41522742,-97.84737003,2021
DAMAGE CITY PROP,30.37304318,-97.74106834,2021
DEBIT CARD ABUSE,30.26687522,-97.74587398,2021
THEFT-NO SUSPECT/FOLLOWUP,30.26618165,-97.7382344,2021
BURGLARY OF VEHICLE,30.39763873,-97.74593085,2021
FAMILY DISTURBANCE,30.1798172,-97.74986076,2021
POSS CONTROLLED SUB/NARCOTIC,30.22706771,-97.72624606,2021
BURGLARY NON RESIDENCE,30.3377148,-97.71480249,2021
AIRPORT PLACES WEAPON PROHIBIT,30.20200809,-97.6668813,2021
BURGLARY OF VEHICLE,30.47332505,-97.79564838,2021
FRAUD - OTHER,30.26385185,-97.73252422,2021
THEFT-NO SUSPECT/FOLLOWUP,30.26062136,-97.75039162,2021
POSS CONTROLLED SUB/NARCOTIC,30.2411354,-97.76270274,2021
ASSAULT WITH INJURY,30.14896323,-97.83260706,2021
BURGLARY OF VEHICLE,30.36920133,-97.65646037,2021
ASSAULT BY THREAT,30.37025069,-97.71718296,2021
BURGLARY OF RESIDENCE,30.38394236,-97.70670121,2021
ASSAULT BY THREAT,30.25814358,-97.73191762,2021
INTER EMERG PHONECALL FAM/DATE,30.35460161,-97.68584592,2021
AUTO THEFT,30.36943094,-97.65046859,2021
AUTO THEFT,30.20472248,-97.6670027,2021
EVADING VEHICLE,30.41137986,-97.74567627,2021
BURGLARY OF RESIDENCE,30.36949756,-97.62068235,2021
FALSE REPORT TO PEACE OFFICER,30.37337284,-97.66526434,2021
THEFT OF LICENSE PLATE,30.28997278,-97.70318929,2021
FAMILY DISTURBANCE,30.19265554,-97.74658571,2021
THEFT,30.41799169,-97.70480548,2021
DWI - DRUG RECOGNITION EXPERT,30.45465329,-97.82589259,2021
AUTO THEFT,30.4067901,-97.69786669,2021
RECKLESS DAMAGE,30.37200755,-97.69138848,2021
BURGLARY OF RESIDENCE,30.31518138,-97.71064615,2021
AUTO THEFT,30.3190283,-97.65763354,2021
AUTO THEFT,30.25470918,-97.69897951,2021
FAMILY DISTURBANCE,30.26762254,-97.73889908,2021
THEFT CATALYTIC CONVERTER,30.4245196,-97.69160579,2021
CRIMINAL TRESPASS/TRANSIENT,30.33327105,-97.68764564,2021
THEFT OF LICENSE PLATE,30.43529881,-97.73039863,2021
BURGLARY OF RESIDENCE,30.29168944,-97.72555275,2021
FAMILY DISTURBANCE,30.24089004,-97.73026008,2021
THEFT BY SHOPLIFTING,30.43434837,-97.77270809,2021
IDENTITY THEFT,30.20900105,-97.83864619,2021
ASSAULT WITH INJURY,30.31445195,-97.70793021,2021
THEFT,30.26652624,-97.7453447,2021
CRASH/FAIL STOP AND RENDER AID,30.31318465,-97.70809466,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.45083681,-97.79181537,2021
POCKET PICKING,30.26062136,-97.75039162,2021
THEFT CATALYTIC CONVERTER,30.47599917,-97.79652419,2021
CRIMINAL TRESPASS,30.2041864,-97.79143313,2021
VIOL OF EMERG PROTECTIVE ORDER,30.3198323,-97.70796135,2021
ASSAULT BY CONTACT,30.28295131,-97.71192433,2021
AUTO THEFT,30.43379835,-97.66866996,2021
EVADING / VEHICLE PURSUIT,30.35741617,-97.67857253,2021
FAMILY DISTURBANCE,30.23589619,-97.74495555,2021
THEFT OF LICENSE PLATE,30.22238444,-97.77868211,2021
CRIMINAL MISCHIEF,30.31140242,-97.70661839,2021
MAIL THEFT,30.26393284,-97.81673404,2021
THEFT CATALYTIC CONVERTER,30.30161114,-97.65044897,2021
HARASSMENT,30.3821216,-97.65087687,2021
ASSAULT  CONTACT-SEXUAL NATURE,,,2021
CRIMINAL TRESPASS,30.24989941,-97.75716316,2021
DEBIT CARD ABUSE,30.41897975,-97.74407274,2021
ASSAULT BY CONTACT,30.29035376,-97.66203513,2021
THEFT CATALYTIC CONVERTER,30.43854408,-97.76906066,2021
BURGLARY OF VEHICLE,30.28397963,-97.71985392,2021
VIOL OF EMERG PROTECTIVE ORDER,30.20549514,-97.73862021,2021
BURGLARY OF VEHICLE,30.25408651,-97.74711642,2021
THEFT FROM PERSON,30.26062136,-97.75039162,2021
POCKET PICKING,30.26735144,-97.73909331,2021
THEFT,30.27036314,-97.75039714,2021
DWI,30.320719,-97.69582042,2021
AUTO THEFT,30.45125385,-97.81914002,2021
THEFT-NO SUSPECT/FOLLOWUP,30.2591328,-97.72686614,2021
THEFT FROM PERSON,30.26062136,-97.75039162,2021
DWI,30.33130899,-97.62320192,2021
CRIMINAL TRESPASS,30.27056889,-97.75405771,2021
THEFT BY SHOPLIFTING,30.41934013,-97.74789664,2021
DOC DISCHARGE GUN - PUB ROAD,30.37200615,-97.68172351,2021
BURGLARY OF RESIDENCE,30.39505047,-97.7262217,2021
THEFT CATALYTIC CONVERTER,30.34147105,-97.75083973,2021
BURGLARY OF VEHICLE,30.25143979,-97.74054089,2021
FAMILY DISTURBANCE,30.25969748,-97.71571128,2021
DISTURBANCE - OTHER,30.23199355,-97.79151526,2021
ASSAULT BY CONTACT,30.30698583,-97.73552369,2021
BURGLARY OF VEHICLE,30.38496737,-97.66931194,2021
AGG ROBBERY/DEADLY WEAPON,30.35557227,-97.68410353,2021
CRIMINAL TRESPASS/TRANSIENT,30.26637278,-97.73423065,2021
CRIMINAL MISCHIEF,30.35460161,-97.68584592,2021
INJURY TO ELDERLY PERSON,30.36375613,-97.6980594,2021
AUTO THEFT,30.37213745,-97.67398343,2021
ASSAULT BY CONTACT,30.30698583,-97.73552369,2021
DEADLY CONDUCT,30.37496047,-97.70942957,2021
FAMILY DISTURBANCE,30.32415408,-97.69755267,2021
THEFT,30.27746372,-97.75254258,2021
FAMILY DISTURBANCE,30.39208657,-97.68105071,2021
FAMILY DISTURBANCE,30.34970608,-97.71021168,2021
ASSAULT BY THREAT,30.4554496,-97.76805519,2021
CRIMINAL MISCHIEF,30.33356565,-97.68672757,2021
CRASH/FAIL STOP AND RENDER AID,30.44176748,-97.69830681,2021
BURGLARY OF VEHICLE,30.4130011,-97.67350346,2021
DWI 2ND,30.19061184,-97.7722943,2021
CRIMINAL MISCHIEF,30.20364802,-97.79049739,2021
ASSAULT WITH INJURY,30.2316152,-97.73645832,2021
BURGLARY NON RESIDENCE,30.26242533,-97.72013322,2021
THEFT FROM PERSON,30.26705683,-97.73676921,2021
HARASSMENT,30.26293268,-97.69056168,2021
AUTO THEFT,30.30163391,-97.72686569,2021
BURGLARY OF RESIDENCE,30.19988804,-97.77542996,2021
MAIL THEFT,30.47636795,-97.78500704,2021
THEFT,30.3321986,-97.70517392,2021
FAMILY DISTURBANCE,30.26647736,-97.75560867,2021
CRIMINAL MISCHIEF,30.18076144,-97.81519319,2021
ASSAULT WITH INJURY,30.26701884,-97.74195705,2021
THEFT FROM PERSON,30.26023951,-97.75382673,2021
CRIMINAL MISCHIEF,30.2001765,-97.84661866,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.40977797,-97.69537019,2021
POSS OF DRUG PARAPHERNALIA,30.32043296,-97.666836,2021
BURGLARY OF VEHICLE,30.39324884,-97.7331265,2021
THEFT,30.18076144,-97.81519319,2021
ARSON,30.26049866,-97.75508711,2021
THEFT-NO SUSPECT/FOLLOWUP,30.26705683,-97.73676921,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.41525799,-97.67013132,2021
THEFT CATALYTIC CONVERTER,30.4428668,-97.77205005,2021
PUBLIC LEWDNESS,30.24601951,-97.73188944,2021
THEFT CATALYTIC CONVERTER,30.3821216,-97.65087687,2021
THEFT OF BICYCLE,30.31915358,-97.73105898,2021
DATING DISTURBANCE,30.3190283,-97.65763354,2021
FAMILY DISTURBANCE,30.287424,-97.74905957,2021
VIOL CITY ORDINANCE - AIRPORT,30.20200809,-97.6668813,2021
DISTURBANCE - OTHER,30.2309895,-97.70564444,2021
RAPE,,,2021
THEFT CATALYTIC CONVERTER,30.39208657,-97.68105071,2021
BURGLARY OF VEHICLE,30.22321311,-97.72145383,2021
BURGLARY NON RESIDENCE,30.16056764,-97.79244422,2021
FAMILY DISTURBANCE,30.36685695,-97.69196411,2021
INDECENT EXPOSURE,30.23008403,-97.78676714,2021
DWI  .15 BAC OR ABOVE,30.22794731,-97.70187902,2021
ASSAULT BY CONTACT,30.30698583,-97.73552369,2021
FAMILY DISTURBANCE,30.36955691,-97.78892681,2021
CRIMINAL TRESPASS,30.25419191,-97.71076626,2021
THEFT,30.26062136,-97.75039162,2021
BURGLARY OF RESIDENCE,30.22329955,-97.66454526,2021
CRIMINAL MISCHIEF,30.33252764,-97.70364938,2021
THEFT-NO SUSPECT/FOLLOWUP,30.26062136,-97.75039162,2021
FAMILY DISTURBANCE,30.24196932,-97.78530703,2021
THEFT FROM PERSON,30.26062136,-97.75039162,2021
ASSAULT BY CONTACT,30.26144862,-97.74110221,2021
THEFT OF BICYCLE,30.30470965,-97.74142043,2021
THEFT BY SHOPLIFTING,30.30178349,-97.69866762,2021
CRIMINAL MISCHIEF,30.26755343,-97.73467415,2021
MAIL THEFT,30.36220522,-97.67647745,2021
DISTURBANCE - OTHER,30.37887031,-97.71165791,2021
ASSAULT ON PUBLIC SERVANT,30.29067402,-97.72674331,2021
FAMILY DISTURBANCE/PARENTAL,30.43228935,-97.84065841,2021
CRIMINAL MISCHIEF-NO SUSPECT,30.39505047,-97.7262217,2021
DISTURBANCE - OTHER,30.27141771,-97.69684417,2021
FAMILY DISTURBANCE,30.34970608,-97.71021168,2021
ASSAULT BY THREAT,30.17857453,-97.81936855,2021
BURGLARY NON RESIDENCE,30.40831599,-97.69824066,2021
CRIMINAL TRESPASS,30.39158491,-97.72121388,2021
THEFT CATALYTIC CONVERTER,30.30828774,-97.72690152,2021
INJURY TO ELDERLY PERSON,30.30161114,-97.65044897,2021
FRAUD - OTHER,30.28948239,-97.7511627,2021
THEFT,30.25839263,-97.73904571,2021
DISTURBANCE - OTHER,30.36030464,-97.69887365,2021
ASSAULT BY THREAT,30.26181075,-97.7164334,2021
CRIMINAL TRESPASS/TRANSIENT,30.2679761,-97.73761583,2021
DISTURBANCE - OTHER,30.43063212,-97.696745,2021
DISTURBANCE - OTHER,30.22138307,-97.83965017,2021
ASSAULT BY THREAT,30.1451739,-97.83812894,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.33001137,-97.67817568,2021
ASSAULT BY THREAT,30.33473294,-97.71895781,2021
IDENTITY THEFT,30.29038279,-97.73000601,2021
FAMILY DISTURBANCE,30.45445305,-97.81089782,2021
BURGLARY NON RESIDENCE,30.34664576,-97.69657342,2021
FAMILY DISTURBANCE,30.23371221,-97.7260952,2021
BURGLARY OF RESIDENCE,30.31840936,-97.69144526,2021
AUTO THEFT,30.23496305,-97.7183772,2021
CRIMINAL MISCHIEF,30.18540909,-97.77316033,2021
THEFT BY SHOPLIFTING,30.43434837,-97.77270809,2021
THEFT BY SHOPLIFTING,30.40526665,-97.67189551,2021
IDENTITY THEFT,30.31817731,-97.66563025,2021
DWI,30.11583592,-97.80612814,2021
BURGLARY OF VEHICLE,30.36118816,-97.74524044,2021
POSSESSION OF MARIJUANA,30.37196314,-97.70100075,2021
DISTURBANCE - OTHER,30.38973342,-97.64647729,2021
FAMILY DISTURBANCE,30.18355473,-97.77546663,2021
AUTO THEFT,30.39599576,-97.72293456,2021
AGG ASSAULT,30.36497345,-97.685853,2021
DWI  .15 BAC OR ABOVE,30.23684258,-97.68775652,2021
FAMILY DISTURBANCE,30.19221381,-97.82711858,2021
AUTO THEFT,30.21619483,-97.76856637,2021
THEFT OF AUTO PARTS,30.23706273,-97.75097104,2021
BURGLARY OF VEHICLE,30.31044012,-97.70636563,2021
FAMILY DISTURBANCE,30.32925327,-97.69127198,2021
IDENTITY THEFT,30.28990432,-97.67282316,2021
CRIMINAL TRESPASS,30.37423477,-97.72685106,2021
CRIMINAL MISCHIEF-NO SUSPECT,30.19443974,-97.77887644,2021
DISTURBANCE - OTHER,30.26777996,-97.74913865,2021
CRIMINAL MISCHIEF,30.33915243,-97.69116575,2021
THEFT,30.23754196,-97.72521259,2021
BURGLARY NON RESIDENCE,30.42259804,-97.67022684,2021
ASSAULT BY THREAT,30.38041075,-97.71140032,2021
THEFT,30.29188705,-97.7231007,2021
FAMILY DISTURBANCE,30.1683339,-97.78259876,2021
FAMILY DISTURBANCE,30.21675847,-97.75486121,2021
EVADING VEHICLE,30.33112918,-97.70037103,2021
THEFT OF BICYCLE,30.40975463,-97.75128564,2021
CRIMINAL MISCHIEF,30.28478671,-97.7447125,2021
ASSAULT WITH INJURY,30.43458304,-97.73335074,2021
CRIMINAL MISCHIEF,30.39665922,-97.66375058,2021
CRUELTY TO ANIMALS,30.32823157,-97.70056741,2021
DATING DISTURBANCE,30.22727485,-97.70274933,2021
FAMILY DISTURBANCE,30.31085937,-97.65814852,2021
FRAUD - OTHER,30.20618788,-97.84587497,2021
BOMB THREAT,30.28815627,-97.74187445,2021
FRAUD - OTHER,30.22565345,-97.73460748,2021
CRIMINAL TRESPASS,30.44760798,-97.81078178,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.21089216,-97.71353781,2021
THEFT,30.3909428,-97.71332838,2021
THEFT,30.1904952,-97.71029167,2021
THEFT,30.26621396,-97.74513445,2021
FAMILY DISTURBANCE,30.20909808,-97.7542772,2021
CRIMINAL TRESPASS,30.44760798,-97.81078178,2021
BURGLARY OF VEHICLE,30.34664576,-97.69657342,2021
DISTURBANCE - OTHER,30.23569405,-97.80478439,2021
ASSAULT BY CONTACT,30.23154675,-97.72604914,2021
POSS OF DRUG PARAPHERNALIA,30.31121709,-97.70160538,2021
PROBATION VIOL,30.27373667,-97.69085529,2021
EVADING VEHICLE,30.31379596,-97.66404587,2021
DEADLY CONDUCT,30.32686021,-97.6900598,2021
FAMILY DISTURBANCE,30.27523623,-97.69729442,2021
MAIL THEFT,30.34920288,-97.78413615,2021
BURGLARY OF VEHICLE,30.25407118,-97.72128123,2021
AUTO THEFT,30.24624747,-97.73906156,2021
ASSAULT BY CONTACT,30.18295219,-97.84735633,2021
DISTURBANCE - OTHER,30.2619872,-97.73863229,2021
THEFT,30.24204526,-97.75187363,2021
RENTAL CAR/FAIL TO RETURN,30.20472248,-97.6670027,2021
THEFT,30.22706771,-97.72624606,2021
THEFT-NO SUSPECT/FOLLOWUP,30.2200027,-97.75439457,2021
THEFT FROM AUTO,30.41890776,-97.67371178,2021
TERRORISTIC THREAT,30.45501713,-97.82101009,2021
FAMILY DISTURBANCE,30.27635174,-97.75933766,2021
PAROLE VIOL,30.26657162,-97.73386409,2021
THEFT,30.2953901,-97.71981751,2021
EVADING / FOOT,30.23095694,-97.73356526,2021
TERRORISTIC THREAT,30.34430294,-97.69766805,2021
FAMILY DISTURBANCE,30.36685695,-97.69196411,2021
BURGLARY NON RESIDENCE,30.33818428,-97.70199855,2021
AUTO THEFT,30.26254646,-97.72553832,2021
ROBBERY BY THREAT,30.20276558,-97.77587939,2021
AUTO THEFT,30.20476605,-97.77372709,2021
THEFT OF BICYCLE,30.25960747,-97.71763369,2021
ASSAULT BY CONTACT,30.23388834,-97.73991935,2021
FAMILY DISTURBANCE,30.24836412,-97.86069405,2021
CRIMINAL MISCHIEF,30.1403564,-97.80051916,2021
BURGLARY NON RESIDENCE,30.26824226,-97.6907617,2021
CRIMINAL MISCHIEF,30.38938862,-97.7662405,2021
FAMILY DISTURBANCE,30.44471811,-97.77372132,2021
THEFT CATALYTIC CONVERTER,30.38721671,-97.71416881,2021
THEFT,30.2910908,-97.69402488,2021
FAMILY DISTURBANCE,30.38109473,-97.70531002,2021
THEFT,30.20820562,-97.78346172,2021
AIRPORT PLACES WEAPON PROHIBIT,30.20200809,-97.6668813,2021
FAMILY DISTURBANCE/PARENTAL,30.33466153,-97.70725341,2021
AGG ROBBERY/DEADLY WEAPON,30.46132722,-97.79282129,2021
DISTURBANCE - OTHER,30.15870742,-97.74286399,2021
FAMILY DISTURBANCE/PARENTAL,30.18288704,-97.76081122,2021
THEFT OF SERVICE,30.1700356,-97.91533884,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.2905297,-97.74554411,2021
CRASH/FAIL STOP AND RENDER AID,30.22582699,-97.72379968,2021
ASSAULT BY THREAT,30.30060201,-97.73388252,2021
ASSAULT BY CONTACT,30.30698583,-97.73552369,2021
THEFT FROM AUTO,30.31210955,-97.70837751,2021
FAMILY DISTURBANCE,30.26962758,-97.74842696,2021
DISTURBANCE - OTHER,30.44189669,-97.74657728,2021
BURGLARY NON RESIDENCE,30.22880661,-97.78947077,2021
POSSESSION OF MARIJUANA,30.23359341,-97.74043088,2021
AUTO THEFT,30.30176294,-97.74000668,2021
FAMILY DISTURBANCE,30.28289832,-97.67596665,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.19066095,-97.77089997,2021
AUTO THEFT,30.21864598,-97.76887181,2021
THEFT OF AUTO PARTS,30.26506475,-97.73862879,2021
DEADLY CONDUCT,30.13811155,-97.767768,2021
CRIMINAL TRESPASS,30.22764855,-97.72330072,2021
IDENTITY THEFT,30.1808457,-97.77725728,2021
POSS CONTROLLED SUB/NARCOTIC,30.30755468,-97.67805181,2021
FAMILY DISTURBANCE,30.3564747,-97.69051681,2021
TERRORISTIC THREAT,30.27220461,-97.69806164,2021
VIOL CITY ORDINANCE - OTHER,30.23715668,-97.83094732,2021
CIVIL DISTURBANCE/DEMO,30.28694972,-97.75172801,2021
MAIL THEFT,30.39208657,-97.68105071,2021
BURGLARY NON RESIDENCE,30.29095654,-97.7455707,2021
DISTURBANCE - OTHER,30.21941429,-97.75754553,2021
FAMILY DISTURBANCE/PARENTAL,30.23159929,-97.77090017,2021
THEFT BY SHOPLIFTING,30.23422117,-97.72043394,2021
IDENTITY THEFT,30.25821452,-97.79732288,2021
FRAUD - OTHER,30.4705168,-97.80651783,2021
THEFT OF LICENSE PLATE,30.33101147,-97.68424211,2021
ASSAULT BY CONTACT,30.30698583,-97.73552369,2021
THEFT,30.24748074,-97.75014123,2021
THEFT BY SHOPLIFTING,30.15613523,-97.7923582,2021
AUTO THEFT,30.39599576,-97.72293456,2021
FAMILY DISTURBANCE,30.25589006,-97.71755065,2021
ASSAULT WITH INJURY,30.3321986,-97.70517392,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.4120361,-97.69176384,2021
FAMILY DISTURBANCE,30.31587423,-97.72262619,2021
ASSAULT BY THREAT,30.21417639,-97.66005344,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.17542488,-97.82564841,2021
BURGLARY OF RESIDENCE,30.31725229,-97.69562669,2021
CRED CARD ABUSE - OTHER,30.25593964,-97.75199638,2021
FAMILY DISTURBANCE,30.33574103,-97.70302593,2021
AGG ROBBERY/DEADLY WEAPON,30.22527126,-97.72757408,2021
DOC FIGHTING,30.26713756,-97.73939689,2021
FAMILY DISTURBANCE,30.32553135,-97.69284181,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
CRIMINAL MISCHIEF,30.35644457,-97.70403755,2021
FAMILY DISTURBANCE,30.27686091,-97.70033334,2021
THEFT FROM BUILDING,30.26689324,-97.73751821,2021
MAIL THEFT,30.27280132,-97.64942445,2021
FAMILY DISTURBANCE,30.27039381,-97.70711947,2021
FAMILY DISTURBANCE,30.30966244,-97.73283648,2021
FAMILY DISTURBANCE,30.30983016,-97.67146546,2021
AUTO THEFT,30.2301769,-97.73117912,2021
POSSESSION OF MARIJUANA,30.285861,-97.6826322,2021
THEFT BY SHOPLIFTING,30.39031042,-97.74041376,2021
DATING DISTURBANCE,30.2602875,-97.73836115,2021
POSS CONTROLLED SUB/NARCOTIC,30.35224678,-97.708836,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.19332711,-97.89171085,2021
ASSAULT WITH INJURY,30.25393471,-97.76472534,2021
THEFT,30.36853815,-97.61317288,2021
THEFT BY SHOPLIFTING,30.35816529,-97.73366952,2021
DAMAGE CITY PROP,30.37731622,-97.67450359,2021
FALSE ALARM OR REPORT,30.26765491,-97.74962044,2021
CRIMINAL MISCHIEF,30.26191752,-97.71789111,2021
FAMILY DISTURBANCE,30.23051634,-97.79274819,2021
VIOL OF PROTECTIVE ORDER,30.34688821,-97.70007407,2021
THEFT FROM AUTO,30.19501647,-97.70692361,2021
FRAUD - OTHER,30.25870601,-97.70463032,2021
FAMILY DISTURBANCE,30.16685316,-97.62900393,2021
FRAUD - OTHER,30.23399258,-97.6939921,2021
DISTURBANCE - OTHER,30.41898355,-97.74685261,2021
BURGLARY OF VEHICLE,30.23943977,-97.78769559,2021
IDENTITY THEFT,30.29948141,-97.70804903,2021
DISTURBANCE - OTHER,30.25738854,-97.88450557,2021
AGG ROBBERY/DEADLY WEAPON,30.26896555,-97.74247514,2021
ASSAULT WITH INJURY,30.26763582,-97.74703862,2021
BURGLARY OF RESIDENCE,30.39438783,-97.67065387,2021
THEFT BY SHOPLIFTING,30.22235873,-97.74888756,2021
AUTO THEFT,30.37632539,-97.68510677,2021
BURGLARY NON RESIDENCE,30.3358085,-97.68612384,2021
FORGERY AND PASSING,30.17450907,-97.76187942,2021
BURGLARY OF VEHICLE,30.42129048,-97.7550229,2021
THEFT,30.26671242,-97.73891086,2021
